,name,ingredients,instructions,time,serving_size,tags,calories,protein,carbohydrates,fiber,fat,sodium
2994,Overnight oats with mango and banana,"['fresh', 'mango', 'one', 'ripe', 'banana', 'two', 'tablespoon', 'mapl', 'syrup', 'two', 'tablespoon', 'chia', 'seed', 'unsweeten', 'almond', 'milk', 'one', 'tablespoon', 'dairyfre', 'yogurt', 'use', 'coconut', 'yogurt', 'one', 'tablespoon', 'coconut', 'chip', 'fresh', 'mango', 'chop']","['1 Start by putting the mango and banana for the base in a food processor and pulsing until smooth. Pour the mixture into 2 glasses and put them in the fridge to set.', '2 Next, mix the oats in a bowl with the maple syrup, if you’re using it, chia seeds and almond milk. Spoon the mixture on top of the mango in the glasses and chill in the fridge overnight.', '3 In the morning, add your toppings, if you’re using them.']",5 mins,2,"['dairi', 'free', 'high', 'fibr', 'low', 'kilojoul', 'low', 'sodium', 'vegan', 'minim', 'cook', 'readi', 'twenti', 'minut']",362.0,6.7,53.0,9.2,10.0,39.0
2995,Pumpkin soup with cannellini beans,"['one', 'tablespoon', 'light', 'oliv', 'one', 'onion', 'chop', 'medium', 'butternut', 'squash', 'pumpkin', 'peel', 'cut', 'chunk', 'one', 'carrot', 'slice', 'one', 'garlic', 'clove', 'crush', 'teaspoon', 'fresh', 'ginger', 'grate', 'freshli', 'grate', 'nutmeg', 'two', 'low', 'salt', 'veget', 'stock', 'x', 'four', 'hundredg', 'cannellini', 'bean', 'water', 'drain', 'two', 'tablespoon', 'reducedfat', 'greek', 'yogurt']","['1 Heat the oil in a large saucepan (that has a lid) over a medium heat. Add the onion and cook for about 5 min or until softened. Add the squash, carrot, garlic, ginger and nutmeg, if using. Stir and continue to cook for a few min. Add the stock and bring to the boil, then lower the heat, cover the pan with the lid and simmer for about 20 min or until the vegetables are tender.', '2 Remove the pan from the heat, then blend the soup until smooth using a blender, food processor or stick blender.', '3 Return the soup to the pan, then add the beans and heat through. Divide the soup between 2 bowls, season with pepper and top with a dollop of Greek yogurt to serve.']",40 mins,2,"['gluten', 'free', 'low', 'kilojoul', 'low', 'sodium', 'vegetarian', 'two', 'vege', 'serv', 'freez', 'well']",240.0,11.0,28.2,8.1,7.3,748.0
2996,"Brown lentil, chickpea and vegetable soup","['one', 'larg', 'onion', 'fine', 'dice', 'two', 'stalk', 'celeri', 'dice', 'two', 'clove', 'garlic', 'crush', 'one', 'teaspoon', 'dri', 'oregano', 'four', 'sweet', 'potato', 'cut', 'onefivecm', 'cube', 'two', 'reducedsalt', 'veget', 'stock', 'four', 'hundredg', 'tin', 'noaddedsalt', 'brown', 'lentil', 'drain', 'four', 'hundredg', 'tin', 'noaddedsalt', 'drain', 'four', 'hundredg', 'tin', 'chop', 'tomato', 'one', 'green', 'bean', 'cut', 'twocm', 'piec', 'four', 'tablespoon', 'lowfat', 'plain', 'yoghurt', 'chop', 'fresh', 'flatleaf', 'parsley', 'four', 'toast', 'sourdough', 'slice', 'serv']","[' Spray a large saucepan with a little oil and place over medium heat. Add the onion and celery and cook, stirring, for 6–7 min until softened. Add the garlic and oregano and cook, stirring, for 1 minute.', ' Add the sweet potato and cook for 1 minute, then add the stock, lentils, chickpeas and tomatoes with 1¼ cups water and bring to the boil. Reduce heat and simmer, partially covered, for 15–20 min until the sweet potato cubes are tender.', ' Add the green beans to the pan and simmer for 3–4 min until the beans are tender-crisp.', ' Divide soup among 4 bowls, top with the yoghurt and chopped parsley, sprinkle with freshly ground black pepper and serve with toasted sourdough slices on the side.']",45 mins,4,"['high', 'calcium', 'high', 'fibr', 'high', 'iron', 'low', 'kilojoul', 'low', 'sodium', 'vegetarian', 'five', 'vege', 'serv', 'aver', 'low', 'cost']",396.0,17.1,74.0,15.4,4.4,512.0
2997,Gluten-free lemon drizzle cake,"['three', 'tablepoon', 'reducedfat', 'spread', 'plu', 'extra', 'greas', 'castor', 'sugar', 'four', 'egg', 'two', 'ground', 'almond', 'one', 'mash', 'potato', 'mash', 'without', 'milk', 'spread', 'see', 'tip', 'zest', 'three', 'lemon', 'plu', 'extra', 'decor', 'two', 'teaspoon', 'glutenfre', 'bake', 'powder', 'two', 'teaspoon', 'sugar', 'dust', 'four', 'tablespoon', 'castor', 'sugar', 'zest', 'juic', 'one', 'lemon']","['1 Preheat the oven to 180ºC/ fan 160°C/gas 4. Grease and line a 20x30cm baking tray with baking paper.', '2 Using an electric hand mixer, cream the low-fat spread and\xa0 3/4 cup caster sugar together in a mixing bowl until light and fluffy. Beat in the eggs, then fold in the ground almonds, mashed potato, zest of 3 lemons and baking powder.', '3 Spoon the mixture into the prepared baking tray, then bake for 40–45 min until lightly golden and firm to the touch. Cool in the tin for 5 min, then turn out on to a wire rack to cool completely.', '4 Meanwhile, make the lemon drizzle: put the sugar and lemon zest and juice in a small pan. Cook, stirring, over a low heat until the sugar dissolves. Continue cooking and stirring for a further 3 min or until slightly thickened.', '5 Prick the top of the cooled cake all over with a skewer. Drizzle over the syrup, then set aside for 1 hr.']",55 mins,20,"['gluten', 'free', 'vegetarian']",163.0,3.9,17.4,1.2,9.2,118.0
2998,Vegan walnut and pear cake,"['two', 'selfrais', 'flour', 'one', 'tablespoon', 'ground', 'chia', 'flaxse', 'granul', 'sweeten', 'two', 'teaspoon', 'ground', 'sweet', 'cinnamon', 'walnut', 'roughli', 'chop', 'four', 'tablespoon', 'sunflow', 'oil', 'unsweeten', 'almond', 'soya', 'milk', 'zest', 'one', 'orang', 'three', 'tablespoon', 'juic', 'three', 'smallmedium', 'pear', 'four', 'hundr', 'fiftyg', 'peel', 'chop', 'onecm', 'cube']","['1 Heat the oven to 180°C/fan 160°C/gas 4. Line a 20cm square cake tin with non-stick baking paper.', '2 In a medium mixing bowl, combine the flour, chia or flaxseed, sweetener, cinnamon and walnuts. In a jug, combine the oil, almond or soya milk, orange zest and juice. Mix the wet ingredients into the dry ingredients with the pears until combined, then spoon into the prepared tin.', '3 Bake for 35–40 minutes until golden and springy to the touch. Remove from the oven, allow to cool slightly in the tin, then cut into squares.']",50 mins,16,"['dairi', 'free', 'low', 'kilojoul', 'low', 'sodium', 'vegan', 'vegetarian', 'famili', 'favourit']",142.0,2.8,22.0,2.3,7.4,39.0
2999,Beef and mushroom stroganoff with garlic spinach and beans,"['one', 'tablespoon', 'oliv', 'oil', 'five', 'hundredg', 'lean', 'beef', 'rump', 'steak', 'cut', 'twocm', 'piec', 'one', 'red', 'onion', 'cut', 'thin', 'wedg', 'five', 'hundredg', 'button', 'mushroom', 'thickli', 'slice', 'two', 'clove', 'garlic', 'crush', 'one', 'teaspoon', 'sweet', 'paprika', 'one', 'tablespoon', 'tomato', 'pure', 'two', 'teaspoon', 'dijon', 'mustard', 'one', 'tablespoon', 'worcestershir', 'sauc', 'two', 'bay', 'leav', 'one', 'reducedsalt', 'salt', 'beef', 'stock', 'cube', 'dissolv', 'one', 'boil', 'water', 'four', 'tablespoon', 'reducedfat', 'greekstyl', 'yoghurt', 'two', 'teaspoon', 'oliv', 'oil', 'two', 'clove', 'garlic', 'crush', 'two', 'hundredg', 'babi', 'spinach', 'two', 'green', 'bean', 'halv', 'diagon', 'two', 'tablespoon', 'fresh', 'flatleaf', 'parsley', 'chop']","['1 Heat the olive oil in a large deep frying pan over high heat. Add the beef in 2 batches and cook each for 2 min. Transfer to a bowl and cover to keep warm.', '2 Reduce the heat to medium. Add the onion and mushrooms and cook, stirring occasionally, for 4–5 min or until just starting to soften. Add the garlic, paprika and tomato purée and cook, stirring, for 2 min. Add the mustard, Worcestershire sauce, bay leaves and stock. Cook the mixture, stirring occasionally, for 10 min.', '3 Remove the pan from the heat and return the beef and any juices to the mixture. Season with freshly ground black pepper, then let the it stand, uncovered, for 10 min.', '4 Meanwhile, make the garlic spinach and beans: heat the oil in a large saucepan over high heat. Add the garlic, spinach, beans and 5 tablespoons water, then cook, stirring, for 3 min or until the spinach has wilted and the beans are just tender. Stir in the parsley and some ground black pepper.', '5 Stir the yoghurt through the beef mixture until just combined, then serve the stroganoff with the garlic spinach and beans.']",40 mins,4,"['high', 'iron', 'high', 'protein', 'low', 'kilojoul', 'low', 'sodium', 'lower', 'carb', 'three', 'vege', 'serv', 'famili', 'favourit']",328.0,36.0,11.0,4.6,13.0,315.0
3000,Cauliflower cheese,"['one', 'larg', 'cauliflow', 'cut', 'floret', 'two', 'tablespoon', 'reducedfat', 'spread', 'one', 'onion', 'fine', 'slice', 'one', 'garlic', 'clove', 'crush', 'teaspoon', 'cayenn', 'pepper', 'plu', 'one', 'tablespoon', 'two', 'skim', 'milk', 'one', 'tablespoon', 'wholegrain', 'mustard', 'one', 'reducedfat', 'vegetarian', 'matur', 'cheddar', 'grate', 'three', 'tablespoon', 'fresh', 'breadcrumb']","['1 Preheat the oven to 200°C/fan 180°C/gas 6. Steam the cauliflower for 3–4 min, then drain thoroughly and set aside.', '2 Put a non-stick frying pan over a high heat. Add the low-fat spread and onion, stir to coat, then turn the heat down and fry very gently for 15–20 min until the onion is pale golden and translucent.', '3 Add the garlic and fry for 2 min. Add the cayenne pepper and the flour, then cook, stirring, for another 2 min. Turn up the heat and add a little of the milk, stirring (it will thicken immediately). Keep adding the milk gradually, stirring constantly. The sauce should have the consistency of double cream. If it looks too thin, bubble to thicken before continuing. When all the milk is added, stir in the mustard and 1 1/4 cups of the cheese, then season with black pepper.', '4 Put the steamed cauliflower in a 1.5 litre ovenproof dish, then pour over the cheese sauce. Scatter over the breadcrumbs and the remaining cheese, then bake in the oven for 25 min or until the top is golden and crisp and the sauce is bubbling. Leave to stand for 2–3 min before serving.']",1 hr 10 mins,4,"['high', 'calcium', 'high', 'protein', 'low', 'sodium', 'vegetarian', 'three', 'vege', 'serv', 'famili', 'favourit']",340.0,28.5,33.0,7.1,11.5,512.0
3001,Chicken stir-fry with five-spice sauce,"['two', 'hundr', 'eightyg', 'boneless', 'skinless', 'chicken', 'thigh', 'cut', 'onecm', 'slice', 'one', 'teaspoon', 'chines', 'fivespic', 'powder', 'one', 'tablespoon', 'one', 'tablespoon', 'canola', 'oil', 'two', 'clove', 'garlic', 'fine', 'chop', 'twofivecm', 'fresh', 'ginger', 'peel', 'grate', 'one', 'jalapeo', 'chilli', 'deseed', 'fine', 'chop', 'one', 'hundredg', 'babi', 'carrot', 'peel', 'top', 'trim', 'one', 'tablespoon', 'reducedsalt', 'soy', 'sauc', 'five', 'babi', 'leek', 'cut', 'diagon', 'onecm', 'slice', 'eight', 'savoy', 'cabbag', 'leav', 'shred', 'cold', 'veget', 'chicken', 'stock', 'two', 'tablespoon', 'reducedsalt', 'soy', 'sauc', 'one', 'teaspoon', 'dark', 'soy', 'sauc', 'one', 'tablespoon']","['1 Combine all the ingredients for the sauce in a small jug and mix well.', '2 Put the chicken in a bowl and add the five-spice powder and cornflour. Season with pepper, then toss together and set aside.', '3 Heat a wok over a high heat until smoking, add the rapeseed oil and give it a swirl to coat the pan. Add the garlic, ginger and chilli and stir for a few sec to release their aroma. Add the carrots and stir-fry for just over 1 min. Add the chicken slices and sear for a few sec, then toss together for 3–4 min.', '4 Season with the soy sauce, then add the leeks and cabbage and stir-fry for 1 min. Add the sauce and bring to a bubble to thicken. Stir and mix well to coat the stir-fry in the sauce, then transfer to serving plates.']",25 mins,2,"['dairi', 'free', 'high', 'protein', 'low', 'kilojoul', 'lower', 'carb', 'one', 'vege', 'serv', 'famili', 'favourit']",194.0,20.0,14.0,3.4,5.0,630.0
3002,Gluten-free polenta and peach tray cake,"['oil', 'greas', 'oliv', 'oil', 'spread', 'one', 'golden', 'castor', 'sugar', 'three', 'medium', 'egg', 'beaten', 'one', 'teaspoon', 'vanilla', 'extract', 'three', 'teaspoon', 'glutenfre', 'bake', 'powder', 'two', 'fine', 'polenta', 'fine', 'grate', 'zest', 'one', 'larg', 'lemon', 'two', 'hundr', 'eightyg', 'can', 'peach', 'slice', 'drain', 'sugar', 'dust']","['1 Preheat the oven to 180°C/fan 160°C/gas 4 and grease a 22cm square baking tin.', '2 Put the olive oil spread and sugar in a mixing bowl and, using a hand-held electric whisk, cream together. Add the eggs, vanilla extract, baking powder, polenta and half the zest, then mix well.', '3 Carefully fold in the peach slices, then spoon the mixture into the baking tin and bake for 30 min or until well risen, golden and cooked through. Remove from the oven and leave to cool a little in the tin, then turn out on to a wire rack to cool completely.', '4 Dust with the icing sugar and sprinkle over the remaining lemon zest, then cut into 12–16 squares.']",40 mins,16-Dec,"['gluten', 'free', 'vegetarian', 'famili', 'favourit']",201.0,2.8,29.5,0.5,8.4,197.0
3003,Quiche Lorraine made healthier,"['spray', 'oil', 'five', 'larg', 'filo', 'pastri', 'sheet', 'eight', 'medium', 'egg', 'one', 'tablespoon', 'skim', 'milk', 'two', 'hundredg', 'asparagu', 'stalk', 'chop', 'halv', 'tip', 'reserv', 'one', 'hundredg', 'lean', 'wafer', 'thin', 'ham', 'torn', 'two', 'spring', 'onion', 'chop', 'reducedfat', 'chees', 'grate']","['1 Heat the oven to 190°C/fan 170°C/gas 5. Spray a 22cm round tart tin with oil.', '2 Put the filo sheets on a clean surface and cover with a damp tea towel. Spray 1 sheet with olive oil and place it over the base and sides of the tin. Repeat with 3 more filo sheets, overlapping each with a quarter turn, to cover the pan completely. Fold the remaining sheet in half and put it in the base of the tin. Tuck the pastry edges into the inside edge of the tin.', '3 Whisk the eggs and milk in a large jug and season with black pepper. Layer half the asparagus stalks, ham and spring onions and one-third of the cheese over the pastry base, then repeat with a second layer. Gently pour over the egg mixture, then scatter with the remaining cheese and the asparagus tips. Bake for 35–40 min until the pastry is deep golden and the filling is just set.', '4 Slice into 6 and serve with a large green salad.']",55 mins,6,"['low', 'kilojoul', 'famili', 'favourit']",253.0,19.0,19.0,1.9,10.8,473.0
3004,Slow-cooked pulled beef,"['onekg', 'beef', 'brisket', 'fat', 'trim', 'one', 'passata', 'one', 'tablespoon', 'two', 'tablespoon', 'worcestershir', 'sauc', 'two', 'teaspoon', 'paprika', 'two', 'clove', 'garlic', 'crush', 'six', 'wholem', 'tortilla', 'warm', 'two', 'hundredg', 'salad', 'leav', 'four', 'tomato', 'dice', 'one', 'hundr', 'seventyg', 'reducedfat', 'greek', 'yogurt']","['1 Using a sharp knife, cut the beef almost all the way through and open out to make a large slab, then put in a slow cooker (or see HFG tip). Combine the passata, brown sugar, worcestershire sauce, paprika and garlic in a mixing bowl or jug, then pour evenly over the beef. Cover with the lid and cook on high for 4 hr (or on low for 6–8 hr) or until the beef is very tender and shreds easily when tested with a fork.', '2 Once cooked, transfer the beef to a clean carving board. Pour the sauce in the slow cooker (or the casserole dish) into a saucepan, set over a medium heat and simmer for 20 min or until reduced by half. Meanwhile, pull the beef into large shreds using 2 forks, then transfer to a warmed serving dish.', '3 Mix the sauce reduction through the pulled beef. Serve on top of the tortillas with the salad leaves, tomatoes and yogurt.']",4 hrs 30 mins,6,"['high', 'iron', 'high', 'protein', 'low', 'kilojoul', 'one', 'vege', 'serv', 'famili', 'favourit']",449.0,43.0,34.1,34.1,15.4,512.0
3005,Vegan pancake recipe,"['one', 'teaspoon', 'bake', 'powder', 'one', 'teaspoon', 'chia', 'seed', 'one', 'tablespoon', 'mapl', 'syrup', 'one', 'plu', 'two', 'tablespoon', 'almond', 'milk', 'two', 'glutenfre', 'bircher', 'two', 'tablespoon', 'coconut', 'oil', 'melt', 'plu', 'one', 'teaspoon', 'extra', 'fri']","['1 Stir all the ingredients together with a pinch of sea salt to form a smooth, thick batter.', '2 Warm the 1 teaspoon extra oil in a pan over a medium heat. Once the pan is hot and the oil has melted, spoon a large tablespoon of batter into the pan, using a wooden spoon to spread it out.', '3 Cook the pancake on one side for 3–4 min until golden, before turning and cooking the other side for 2–3 min until cooked through. Remove and repeat until all the batter is finished (spray the pan in between with vegetable oil, if needed) to make around 10 pancakes. They’re best served hot, straight out of the pan.']",15 mins,10,"['dairi', 'free', 'low', 'sodium', 'vegan', 'kid', 'kitchen']",170.0,2.4,29.0,1.1,4.5,39.0
3007,Pumpkin and red lentil soup,"['two', 'tablespoon', 'oliv', 'oil', 'plu', 'extra', 'drizzl', 'one', 'onion', 'coars', 'chop', 'two', 'clove', 'garlic', 'fine', 'chop', 'teaspoon', 'chilli', 'powder', 'teaspoon', 'ground', 'nutmeg', 'one', 'bay', 'leaf', 'four', 'fresh', 'lemon', 'thyme', 'sprig', 'leav', 'pick', 'plu', 'extra', 'garnish', 'see', 'tip', 'four', 'pumpkin', 'peel', 'deseed', 'cut', 'threecm', 'cube', 'see', 'tip', 'one', 'dri', 'red', 'lentil', 'rins', 'four', 'reducedsalt', 'veget', 'stock', 'foursix', 'tablespoon', 'lowfat', 'greek', 'yogurt', 'toast', 'pumpkin', 'seed', 'serv']","['1 Heat the 2 tablespoons oil in a large, heavy-based saucepan (that has a lid) over a medium heat. Add the onion and cook for 3 min or until slightly softened. Add the garlic, chilli, nutmeg, bay leaf and thyme, then cook for a further 2 min.', '2 Add the pumpkin, lentils, stock and 2 cups water, and season with ground black pepper. Bring to the boil, then reduce the heat to a simmer and cover with the lid. Cook for 30 min or until the pumpkin and lentils are tender. Remove the saucepan from the heat.', '3 Blend the soup until smooth, adding more water to thin it if necessary. Spoon into bowls, then serve topped with the Greek yogurt, toasted pumpkin seeds, a grind of black pepper, a drizzle of olive oil and extra thyme sprigs.']",55 mins,6,"['high', 'iron', 'high', 'protein', 'low', 'kilojoul', 'low', 'sodium', 'vegetarian', 'two', 'vege', 'serv', 'freez', 'well']",324.0,17.3,29.3,5.7,16.1,394.0
3008,Butternut squash macaroni cheese,"['four', 'butternut', 'squash', 'pumpkin', 'like', 'peel', 'cut', 'twocm', 'chunk', 'spray', 'oil', 'one', 'macaroni', 'one', 'teaspoon', 'reducedsalt', 'veget', 'stock', 'powder', 'one', 'bunch', 'spinach', 'two', 'teaspoon', 'dijon', 'mustard', 'two', 'hundredg', 'philadelphia', 'lightest', 'cream', 'chees', 'cayenn', 'pepper', 'walnut', 'piec', 'one', 'reducedfat', 'matur', 'hard', 'chees', 'grate', 'one', 'fresh', 'wholem', 'breadcrumb', 'two', 'tablespoon', 'fine', 'grate', 'parmesan']","['1 Heat the oven to 200°C/fan 180°C/gas 6. Line a baking tray with baking paper, then add the squash and spray with oil. Roast for 30 min or until tender.', '2 Meanwhile, boil the macaroni in a pan of boiling water for 10 min, then drain, reserving ½ cup of the cooking water.', '3 Return the reserved water to the pan, add the stock powder and spinach and cook until wilted. Stir through the pasta, mustard, Philadelphia, cayenne and nuts.', '4 Take off the heat and mix in the squash and grated cheese. Season with ground black pepper, then tip into a 1.5 litre baking dish. Sprinkle over the breadcrumbs and parmesan, then bake for 10–15 min until golden.']",55 mins,4,"['high', 'calcium', 'high', 'protein', 'two', 'vege', 'serv', 'famili', 'favourit']",461.0,27.2,54.1,8.0,16.4,748.0
3010,Vegan banana bread,"['two', 'light', 'plu', 'one', 'tablespoon', 'white', 'sugar', 'one', 'tablespoon', 'cocoa', 'powder', 'teaspoon', 'bake', 'soda', 'teaspoon', 'salt', 'teaspoon', 'ground', 'allspic', 'dairyfre', 'spread', 'three', 'ripe', 'banana', 'almond', 'milk', 'two', 'tablespoon', 'mapl', 'syrup', 'one', 'teaspoon', 'appl', 'vinegar', 'one', 'teaspoon', 'vanilla', 'extract', 'dark', 'vegan', 'chocol', 'pecan']","['1 Heat the oven to 170°C/fan 150°C/gas 3. Line a 1kg loaf tin with non-stick baking paper.', '2 Put all the ingredients except the dark chocolate and pecans into a food processor and whiz to a thick mixture. Take out the blade and scrape any excess mixture back into the bowl.', '3 Break the dark chocolate and pecans into small pieces and tip them into the bowl. Mix everything together.', '4 Pour the mixture into the prepared loaf tin and put it in the oven. Bake for 60–65 min Until a skewer inserted into the middle of the loaf comes out clean. Take the tin out of the oven and leave the bread to cool to room temperature. Once cool, remove the bread from the tin and cut into 12 slices to serve.']",1 hr 20 mins,12,"['dairi', 'free', 'vegan']",273.0,3.9,38.2,3.0,11.0,158.0
3011,Oaty apple and berry cake,"['two', 'wholem', 'flour', 'two', 'roll', 'oat', 'bran', 'one', 'teaspoon', 'cinnamon', 'two', 'teaspoon', 'bake', 'powder', 'canola', 'oil', 'lowfat', 'plain', 'yoghurt', 'two', 'medium', 'egg', 'two', 'medium', 'appl', 'skin', 'core', 'fine', 'dice', 'two', 'fresh', 'frozen', 'berri', 'tablespoon', 'sugar', 'dust']","['1 Preheat the oven to 180ºC/fan 160°C/gas 4. Line a 20cm x 30cm baking tin with baking paper.', '2 Combine all the dry ingredients in a bowl. In a separate bowl, whisk together the oil, yoghurt and eggs, then add to the dry ingredients and mix well.', '3 Press three-quarters of the mixture into the base of the prepared tin. Sprinkle with the apples and berries, then spoon over the remaining mix and spread evenly.', '4 Bake for 30–40 min, until golden. Leave to cool in the tin before turning out and cutting into 24 pieces. Dust with the icing sugar to serve.']",50 mins,24,"['low', 'sodium', 'vegetarian', 'famili', 'favourit']",170.0,3.9,21.9,2.9,8.0,39.0
3012,Vegan curried fried rice,"['spray', 'oil', 'one', 'spring', 'onion', 'one', 'carrot', 'dice', 'fivecm', 'piec', 'ginger', 'fine', 'chop', 'one', 'clove', 'garlic', 'fine', 'chop', 'one', 'dice', 'one', 'small', 'broccoli', 'floret', 'one', 'babi', 'spinach', 'cook', 'brown', 'rice', 'teaspoon', 'curri', 'powder', 'two', 'tablespoon', 'peanut', 'roughli', 'chop', 'fresh', 'garnish', 'one', 'tablespoon', 'coconut', 'yoghurt', 'serv']","['1 Spray a large pan with oil and set over a medium-high heat. Add all vegetables except spinach and cook, stirring, for 4–5 minutes. Add spinach, rice and curry powder and stir-fry for 2–3 minutes, until rice is warmed through.', '2 Add peanuts and stir to combine.', '3 Serve rice garnished with coriander, if using, and coconut yoghurt.']",10 mins,1,"['dairi', 'free', 'glutenfre', 'option', 'high', 'fibr', 'low', 'fodmap', 'recip', 'option', 'ib', 'low', 'sodium', 'vegan', 'vegetarian', 'fourfiv', 'vege', 'serv', 'meal', 'one', 'readi', 'twenti', 'minut']",550.0,16.0,60.0,13.0,25.0,70.0
3013,Apple fool,"['five', 'hundredg', 'cook', 'appl', 'bramley', 'granni', 'smith', 'peel', 'core', 'chop', 'four', 'tablespoon', 'sugar', 'one', 'reducedfat', 'natur', 'fromag', 'frai', 'one', 'reducedfat', 'greekstyl', 'yoghurt', 'zest', 'one', 'lemon', 'two', 'tablespoon', 'flakedsliv', 'almond', 'toast', 'decor']","['1 Put the apples in a small saucepan with 2tbsp of the icing sugar and 6tbsp water. Cover and cook over a medium heat for 10 min or until soft, then mash until smooth. Set aside to cool.', '2 In a small bowl, mix the remaining icing sugar with the fromage frais, Greek-style yoghurt and half the lemon zest. Divide most of the cooled apple mixture among 4 small serving glasses. Add a layer of the yogurt mixture, then top with the remaining apple, swirling it into the yogurt if you like.', '3 Decorate with the toasted almonds and remaining lemon zest, then put in the fridge to chill for at least 4 hr or overnight for a firmer set.']",20 mins,4,"['gluten', 'free', 'high', 'protein', 'low', 'sodium']",254.0,15.1,37.3,3.1,5.9,39.0
3014,Healthier chocolate brownie,"['pit', 'dri', 'prune', 'date', 'one', 'teaspoon', 'vanilla', 'extract', 'six', 'tablespoon', 'cocoa', 'whizz', 'blender', 'fine', 'ground', 'almond', 'two', 'medium', 'egg', 'one', 'teaspoon', 'bake', 'powder', 'unrefin', 'light', 'soft', 'six', 'tablespoon', 'reducedfat', 'greek', 'yogurt', 'one', 'heap', 'tablespoon', 'dark', 'seventi', 'cocoa', 'solid', 'chocol', 'chip', 'blueberri', 'use', 'frozen', 'thaw', 'dont', 'fresh']","['1 Soak the prunes and dates in 1/2 cup just-boiled water for 30 min. Heat the oven to 200°C/fan 180°C/gas 6 and line a 20cm square baking tin with non-stick baking paper.', '2 Whiz the prunes, dates and the soaking liquor in a food processor to make a purée. Transfer to a bowl, then mix in the vanilla extract.', '3 Add the cocoa, blended oats, ground almonds, eggs, baking powder, sugar and yogurt. Whisk everything together with a balloon whisk to make a smooth batter, then scrape all the mixture into the prepared baking tin and level the surface.', '4 Sprinkle over the chocolate chips and blueberries, then bake for 18 min or until set. Remove from the oven but leave in the tin to cool for 10 min, then transfer to a board to cool a bit more. Slice into 25 squares while still warm and serve.']",28 mins,25,"['low', 'kilojoul', 'low', 'sodium', 'makeov']",55.0,1.7,7.1,0.7,2.3,39.0
3015,Chicken and vegetable tray bake,"['one', 'medium', 'carrot', 'cut', 'onecm', 'chunk', 'celeriac', 'cut', 'onecm', 'chunk', 'one', 'red', 'onion', 'chop', 'wedg', 'one', 'teaspoon', 'oliv', 'oil', 'two', 'boneless', 'skinless', 'freerang', 'chicken', 'thigh', 'cut', 'half', 'fine', 'grate', 'zest', 'juic', 'one', 'lemon', 'one', 'red', 'capsicum', 'slice', 'eight', 'broccolini', 'halv', 'lengthway', 'thick', 'two', 'tablespoon', 'chop', 'fresh', 'mint', 'flatleaf', 'parsley', 'serv']","['1 Heat the oven to 200°C/ fan 180°C/gas 6. Toss the carrot, celeriac and onion chunks with ½ teaspoon of the olive oil in a roasting tin. In a bowl, toss the chicken with the remaining oil and the lemon zest. Arrange the chicken and red capsicum slices on top of the vegetables. Put the tin in the oven and roast for 25 minutes.', '2 Add the broccoli to the roasting tin, toss everything together and roast for another 10 min until the chicken is cooked through and the vegetables are tender. Add lemon juice to taste, then scatter over the herbs and serve.']",45 mins,2,"['dairi', 'free', 'gluten', 'free', 'high', 'protein', 'low', 'kilojoul', 'lower', 'carb', 'three', 'vege', 'serv', 'made', 'two']",253.0,32.0,13.2,7.9,6.1,158.0
3016,Vegan cauliflower and pea korma,"['one', 'frozen', 'pea', 'three', 'clove', 'garlic', 'thumbsiz', 'piec', 'fresh', 'ginger', 'fresh', 'red', 'chilli', 'four', 'spring', 'onion', 'one', 'head', 'cauliflow', 'broccoli', 'one', 'larg', 'red', 'capsicum', 'one', 'tablespoon', 'oliv', 'oil', 'one', 'teaspoon', 'cumin', 'seed', 'four', 'hundredml', 'coconut', 'milk', 'see', 'tip', 'four', 'hundredg', 'chop', 'tomato', 'one', 'tablespoon', 'curri', 'powder', 'one', 'tablespoon', 'mapl', 'syrup', 'juic', 'lime', 'small', 'bunch', 'roughli', 'chop', 'fresh', 'flake', 'almond', 'chilli', 'flake', 'garnish']","['1 Put the frozen peas into a bowl of boiling water to thaw. Meanwhile, peel and finely chop the garlic and ginger. Finely slice the chilli, removing the seeds if you don’t like it too spicy. Finely slice the spring onions. Cut the cauliflower/broccoli florets off the stalk and chop them into small bite-size pieces. Deseed and finely chop the red capsicum.', '2 Put the oil into a large non-stick pan set over a high heat. Once the pan is hot, add the prepared garlic, ginger, chilli and spring onions and cook, stirring regularly, for 1½ min.', '3 Next, add the cauliflower or broccoli, red pepper and cumin seeds and cook, stirring regularly, for 2 min. Drain the peas and add these with the remaining ingredients, apart from the garnishes (if using), along with freshly ground black pepper. Bring to the boil, then reduce to a simmer for 2 min.', '4 Remove from the heat. Sprinkle over the coriander, flaked almonds and chilli flakes, if using.']",15 mins,3,"['dairi', 'free', 'gluten', 'free', 'high', 'fibr', 'high', 'iron', 'low', 'sodium', 'vegan', 'three', 'vege', 'serv', 'fivepm', 'panic', 'readi', 'twenti', 'minut']",493.0,13.0,37.0,14.0,29.0,39.0
