,name,ingredients,instructions,time,serving_size,tags,calories,protein,carbohydrates,fiber,fat,sodium
534,Bengali masoor dal recipe,"['one', 'masoor', 'split', 'red', 'lentil', 'dal', 'wash', 'drain', 'zero', 'point', 'five', 'turmer', 'powder', 'haldi', 'two', 'slit', 'green', 'chilli', 'two', 'oil', 'zero', 'point', 'five', 'panch', 'phoron', 'seed', 'one', 'whole', 'pandi', 'chilli', 'two', 'fine', 'chop', 'garlic', 'lehsun', 'zero', 'point', 'five', 'thinli', 'slice', 'onion', 'zero', 'point', 'five', 'chop', 'tomato', 'salt', 'two', 'fine', 'chop', 'coriand', 'dhania']","Bengali masoor dal To make bengali masoor dal, combine masoor dal, turmeric powder, slit green chillies with 2 cups of water in a pressure cooker.Pressure cook for 2 whistles and allow the steam to escape and whisk the cooked dal well.In a deep non- stick pan, heat oil, add panch phoron, whole dry red chili, garlic and onion.Sauté on medium flame for 2 minutes, add tomatoes and cook on medium flame for 2 to 3 minutes.Add the whisked dal, salt to taste and 1 cup water.Cook the dal on medium flame for 2 to 3 minutes. Garnish with coriander and mix well.Serve bengali masoor dal hot.",35 Mins,4 servings,"['nonstick', 'pan', 'indian', 'lunch', 'dal', 'lunch', 'indian', 'lentil', 'lunch', 'indian', 'dal', 'kadhi', 'popular', 'dal', 'india', 'indian', 'veg', 'recip', 'bengali', 'vegetarian', 'recip', 'bengali', 'vegetarian', 'dal', 'curri', 'diabeticdalkadhirecip', 'highproteind']",109.0,6.7,16.3,3.0,1.9,4.4
535,Coconut Chia Pudding Super Bowl,"['zero', 'point', 'seven', 'five', 'coconut', 'milk', 'nariy', 'ka', 'doodh', 'nariy', 'ka', 'doodh', 'one', 'chia', 'seed', 'one', 'falooda', 'seed', 'sabja', 'five', 'sweet', 'lime', 'mosambi', 'slice', 'four', 'kiwi', 'slice', 'zero', 'point', 'two', 'five', 'chop', 'grape', 'two', 'peanut', 'butter', 'refer', 'handi', 'tip']","Combine the coconut milk, chia seeds and faloods seeds in a bowl and mix well.Cover the bowl with a cling wrap and keep in the refrigerator for 8 hours.Once set, arrange the sweet lime slices, kiwi slices and grapes.Finally pipe out some peanut butter evenly over it.Serve immediately.Handy tip Peanut butter is mixed with little water to make a consistency little thin so it is easy to pipe out.",10 Mins,4 servings,"['refriger', 'indian', 'breakfast', 'recip', 'low', 'cal', 'breakfast', 'indian', 'dessert', 'sweet', 'pud', 'innov', 'snack', 'antioxid', 'rich', 'indian', 'antioxid', 'rich', 'dessert', 'recip', 'antioxidantrichindiandessert', 'vegandessert']",166.0,1.0,7.7,2.3,14.3,91.2
536,hariyali mixed sprouts dalia pulao recipe,"['one', 'mix', 'sprout', 'one', 'broken', 'wheat', 'dalia', 'two', 'oil', 'one', 'fine', 'chop', 'garlic', 'lehsun', 'zero', 'point', 'five', 'thinli', 'slice', 'onion', 'salt', 'one', 'chop', 'coriand', 'dhania', 'zero', 'point', 'five', 'mint', 'leav', 'pudina', 'one', 'chop', 'ginger', 'adrak', 'two', 'green', 'chilli', 'roughli', 'chop', 'four', 'garlic', 'lehsun', 'clove', 'one', 'lemon', 'juic']","For the coriander-mint chutneyCombine all the ingredients and blend in a mixer using ¼ cup water to a smooth paste.How to proceedTo make hariyali mixed sprouts dalia pulao, heat the oil in a broad non-stick pan, add the garlic and onions and sauté on a medium flame for 1 to 2 minutes.Add the mixed sprouts, mix well and cook on a medium flame for 2 minutes.Add the dalia and cook on medium flame for a minute, while stirring occasionally.Add the coriander-mint chutney and mix well and sauté on a medium flame for a few seconds.Add 2 cups of water, salt to taste and mix well. Cover with a lid and pressure cook for 2 whistles on medium flame.Serve hariyali mixed sprouts dalia pulao hot.",30 Mins,4 servings,"['nonstick', 'pan', 'indian', 'dinner', 'indian', 'lunch', 'main', 'cours', 'recip', 'indian', 'rice', 'pulao', 'one', 'dish', 'vegetarian', 'meal', 'one', 'meal', 'dinner', 'diabetickhichdi']",169.0,5.1,30.8,2.7,2.8,6.7
537,ragi roti stuffed with paneer recipe,"['one', 'ragi', 'nachni', 'red', 'millet', 'flour', 'salt', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'roll', 'three', 'oil', 'cook', 'one', 'zero', 'point', 'five', 'paneer', 'cottag', 'chees', 'cube', 'two', 'oil', 'zero', 'point', 'five', 'tandoori', 'masala', 'zero', 'point', 'five', 'chaat', 'masala', 'one', 'dri', 'fenugreek', 'leav', 'kasuri', 'methi', 'two', 'ragi', 'nachni', 'red', 'millet', 'flour', 'salt', 'two', 'oil', 'one', 'slice', 'onion', 'zero', 'point', 'five', 'garam', 'masala', 'zero', 'point', 'five', 'chaat', 'masala', 'green', 'chutney', 'green', 'chutney']","For the paneer filling To make the ragi roti stuffed with paneer recipe, combine the paneer cubes, tandoori masala, chaat masala, dried fenugreek leaves, nachni flour and salt and toss well. Keep aside for 30 minutes.Heat the oil in a broad non-stick pan, add the marinated paneer mixture, mix gently and cook on a medium flame for 2 minutes. Keep aside.For the chatpatta onions Heat the oil in a broad non-stick pan, add the onions, chaat masala, garam masala and little salt and sauté on a medium flame for 2 minutes. Keep aside.For the ragi roti Combine the nachni flour and salt in a deep bowl and knead into a soft dough using enough hot water.Cover with a lid and keep aside for 5 minutes.Knead again and add more water if needed to make a soft dough.Divide the dough into 6 equal portions.Place a portion of the dough on a rolling board and roll it to make a 125 mm. (5”) diameter circle using a little whole wheat flour for rolling.Heat a non-stick tava (griddle) and cook the roti on a medium flame, using 1/2 tsp oil for cooking each roti util it turns golden brown in colour from both the sides. Keep aside.How to proceed Place a nachni roti on a clean dry surface and put 1 tsp of chutney and spread evenly over it.Place 1 tbsp of the paneer filling on one side of the roti. Top it with little of the onion filling evenly over it.Roll the nachni paneer wrap tightly. Repeat steps 1 to 3 to make 5 more wraps.Serve the ragi roti stuffed with paneer immediately.",30 Mins,4 servings,"['innov', 'snack', 'calcium', 'rich', 'indian', 'recip', 'calcium', 'breakfast', 'calcium', 'rich', 'indian', 'starter', 'snack', 'low', 'veg', 'glycem', 'index', 'low', 'glycem', 'index', 'veg', 'dinner', 'marathon', 'endur', 'athlet', 'triathlet', 'marathon', 'athlet', 'triathlet', 'veget', 'snacksformarathonersenduranceathletestriathlet', 'vegetablesformarathonersenduranceathletestriathlet', 'lowglycemicvegdinnerrecip']",223.0,6.8,22.0,3.0,12.0,3.3
538,Healthy Bean Quesadilla,"['one', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'zero', 'point', 'two', 'five', 'low', 'fat', 'milk', 'ninetynineseven', 'fatfre', 'salt', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'roll', 'one', 'soak', 'boil', 'crush', 'rajma', 'kidney', 'bean', 'zero', 'point', 'five', 'fine', 'chop', 'onion', 'zero', 'point', 'five', 'fine', 'chop', 'tomato', 'one', 'chilli', 'powder', 'one', 'cumin', 'seed', 'jeera', 'powder', 'two', 'fine', 'chop', 'coriand', 'dhania', 'zero', 'point', 'five', 'chaat', 'masala', 'one', 'zero', 'point', 'five', 'lemon', 'juic', 'salt']","For the tortilla doughCombine all the ingredients in a deep bowl, mix well and knead into a soft dough using enough water.Cover the dough with a lid and keep aside for 15 minutes.How to proceedDivide the stuffing into 6 equal portions and keep aside.Divide the tortilla dough into 6 equal portions.Roll a portion of the tortilla dough into a 175 mm. (7"") diameter circle using a little whole wheat flour for rolling.Place a tortilla on a flat, dry surface, spread a portion of the stuffing on half of the tortilla and fold it over to make a semi-circle.Heat a non-stick tava (griddle) and cook the quesadilla on a slow flame till golden brown spots appear on both the sides.Repeat steps 3 to 5 to make 5 more quesadillas.Serve immediately.",45 Mins,4 servings,"['healthi', 'heart', 'recip', 'healthi', 'heart', 'intern', 'recip', 'healthi', 'heart', 'starter', 'snack', 'low', 'calori', 'weight', 'loss', 'indian', 'recip', 'low', 'calori', 'indian', 'snack', 'starter', 'low', 'cholesterol', 'indian', 'recip', 'low', 'cholesterol', 'intern', 'low', 'cholesterol', 'indian', 'starter', 'snack', 'zerooilsnack', 'healthyheartintern', 'lowcholesterolintern']",114.0,5.1,23.0,3.4,0.6,11.4
539,carrot and bell pepper soup recipe,"['zero', 'point', 'five', 'roughli', 'chop', 'carrot', 'zero', 'point', 'five', 'roughli', 'chop', 'red', 'capsicum', 'zero', 'point', 'five', 'roughli', 'chop', 'yellow', 'capsicum', 'zero', 'point', 'five', 'roughli', 'chop', 'capsicum', 'zero', 'point', 'five', 'roughli', 'chop', 'tomato', 'zero', 'point', 'five', 'dri', 'mix', 'herb', 'zero', 'point', 'five', 'dri', 'red', 'chilli', 'flake', 'paprika', 'zero', 'point', 'two', 'five', 'freshli', 'ground', 'black', 'pepper', 'kalimirch', 'zero', 'point', 'one', 'two', 'five', 'salt', 'zero', 'point', 'two', 'five', 'chop', 'onion', 'two', 'oliv', 'oil']","For carrot and bell pepper soupTo make carrot and bell pepper soup, heat the olive oil in a pressure cooker and add the onions. Cook the onions till translucent.Add the carrot, red capsicum, yellow capsicum and green capsicum, tomatoes mix well and sauté on medium heat for 4 minutesAdd 1 cup of water, mix well and pressure cook for 3 whistles.Allow the steam to escape before opening the lid.Cool slightly and blend in a mixer till smooth.Transfer the mixture into a deep non-stick pan, add the mixed herbs, chilli flakes, salt, pepper and 1/2 cup of water.Mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally.Serve the carrot and bell pepper soup hot.",30 Mins,4 servings,"['pressur', 'cooker', 'boil', 'indian', 'recip', 'indian', 'soup', 'jhatpat', 'soup', 'b', 'vitamin', 'high', 'blood', 'pressur', 'indian', 'recip', 'lower', 'blood', 'pressur', 'soup', 'soupstocontrolbloodpressur', 'soupsforcancerpati', 'typhoidsoup']",68.0,1.4,7.6,3.0,3.6,144.1
540,"Low- Carb Chocolate and Peanut Bars, No Bake","['two', 'dark', 'chocol', 'cube', 'zero', 'point', 'two', 'five', 'peanut', 'butter', 'zero', 'point', 'five', 'roast', 'crush', 'cumin', 'seed', 'jeera', 'four', 'coconut', 'oil', 'zero', 'point', 'two', 'five', 'vanilla', 'essenc', 'zero', 'point', 'two', 'five', 'cinnamon', 'dalchini', 'powder', 'zero', 'point', 'two', 'five', 'sea', 'salt', 'khada', 'namak']","Line an aluminium tray of 175 mm. (7”) with butter paper and keep aside.Combine the chocolate and coconut oil in a microwave safe bowl and microwave on high for 1 minute and mix well. Keep aside to cool slightly.Once cooled, add the peanut butter, vanilla essence, cinnamon powder and sea salt and mix well.Pour the mixture in an aluminium tray lined with butter paper and sprinkle peanuts evenly over it.Refrigerate for 2 hours or till set completely, cut into 18 equal bars, using a sharp knife.Serve immediately or store it in an air-tight container in the refrigerator till use.",11 Mins,4 servings,"['microwav', 'antioxid', 'rich', 'indian', 'resveratrol', 'indian', 'recip', 'diet', 'low', 'carb', 'indian', 'snack', 'healthi', 'food', 'kid', 'kid', 'high', 'energi', 'indian', 'food', 'resveratrolindianrecipesdiet']",116.0,1.8,5.5,0.2,12.4,30.7
541,Tomato Shorba recipe,"['two', 'zero', 'point', 'two', 'five', 'roughli', 'chop', 'tomato', 'zero', 'point', 'five', 'coconut', 'milk', 'nariy', 'ka', 'doodh', 'one', 'besan', 'bengal', 'gram', 'flour', 'one', 'ghee', 'one', 'cumin', 'seed', 'jeera', 'three', 'curri', 'leav', 'kadi', 'patta', 'two', 'slit', 'green', 'chilli', 'one', 'grate', 'jaggeri', 'gur', 'salt', 'two', 'fine', 'chop', 'coriand', 'dhania']","For tomato shorba To make tomato shorba, combine the tomatoes and 1½ cups of water in a deep non-stick pan and cook on a medium flame for 8 to 10 minutes or till the tomatoes turn soft.Allow them to cool completely and blend in a mixer to a smooth mixture.Strain the mixture using a strainer and keep aside.Combine the coconut milk and besan in a bowl, mix well using a whisk and keep aside.Heat the ghee in a deep non-stick pan and add the cumin seeds.When the seeds crackle, add the curry leaves and green chillies and sauté for a few seconds.Add the tomato purée, coconut milk-besan mixture, jaggery and salt, mix well and cook on a medium flame for 3 to 4 minutes, while stirring continuously.Add the coriander and mix well.Serve the tomato shorba hot.",25 Mins,4 servings,"['nonstick', 'pan', 'lunch', 'sabzi', 'indian', 'soup', 'chunki', 'jain', 'soup', 'creami', 'jain', 'soup', 'jhatpat', 'soup', 'indian', 'veg', 'recip', 'vitaminbninerichfol', 'soupsformarathonersenduranceathletestriathlet']",133.0,1.5,12.3,2.3,8.5,17.5
542,fruit chana salad recipe,"['one', 'boil', 'kabuli', 'chana', 'white', 'chick', 'pea', 'zero', 'point', 'five', 'chop', 'cucumb', 'zero', 'point', 'five', 'orang', 'segment', 'peel', 'zero', 'point', 'five', 'slice', 'onion', 'zero', 'point', 'five', 'lettuc', 'torn', 'zero', 'point', 'five', 'chop', 'tomato', 'one', 'chop', 'coriand', 'dhania', 'one', 'zero', 'point', 'five', 'lemon', 'juic', 'salt', 'freshli', 'ground', 'black', 'pepper', 'kalimirch']","Main procedureCombine all the ingredients except the lemon juice, salt and pepper and chill.Just before serving, add lemon juice, salt and pepper and mix well.Serve chilled.",10 Mins,4 servings,"['refriger', 'indian', 'salad', 'indian', 'fruit', 'salad', 'recip', 'low', 'calori', 'indian', 'salad', 'antioxid', 'rich', 'indian', 'antioxid', 'rich', 'indian', 'salad', 'calcium', 'rich', 'indian', 'recip', 'diabeticindianvegetariansaladrecip', 'lowcaloriesalad', 'lowcalorielunch', 'ironrichindianvegetariansalad', 'lowcholesterolsaladsraita', 'healthyheartsalad', 'calciumrichindianvegetariansalad', 'highproteinindianvegetariansalad', 'healthyfruitbasedsalad', 'zerooilsalad', 'antioxidantrichsalad', 'vegansalad']",99.0,4.3,17.5,7.0,1.3,16.6
543,Indian style broccoli fried rice recipe,"['one', 'blanch', 'broccoli', 'floret', 'two', 'cook', 'brown', 'rice', 'two', 'oil', 'two', 'fine', 'chop', 'garlic', 'lehsun', 'two', 'whole', 'dri', 'kashmiri', 'red', 'chilli', 'broken', 'piec', 'zero', 'point', 'two', 'five', 'thinli', 'slice', 'onion', 'one', 'fine', 'chop', 'ginger', 'adrak', 'one', 'fine', 'chop', 'green', 'chilli', 'zero', 'point', 'five', 'slice', 'capsicum', 'one', 'soy', 'sauc', 'salt']","For healthy broccoli fried rice To make healthy broccoli fried rice, heat the oil in a broad non-stick pan, add the garlic and dry red chillies and sauté on a medium flame for 30 seconds.Add the onions, ginger and green chillies and sauté on a medium flame for 1 minute.Add the capsicum and sauté on a medium flame for 1 minute.Add the broccoli and sauté on a medium flam for 1 minute.Add the brown rice, soy sauce and salt, mix gently and cook on a medium flame for 2 minutes.Serve the healthy broccoli fried rice hot.",11 Mins,4 servings,"['indian', 'dinner', 'main', 'cours', 'recip', 'indian', 'rice', 'intern', 'rice', 'recip', 'indian', 'tiffin', 'box', 'lunch', 'box', 'dabba', 'one', 'dish', 'vegetarian', 'meal', 'one', 'meal', 'dinner', 'antioxid', 'rich', 'indian', 'healthyindiandinnerforweightloss', 'healthylunchworkrecip', 'healthyindianlunchweightloss', 'vitaminerichrecipesforeyehealthandvis']",182.0,3.8,31.8,2.0,4.5,118.4
544,healthy pumpkin raita recipe,"['zero', 'point', 'seven', 'five', 'chop', 'parboil', 'red', 'pumpkin', 'bhopla', 'kaddu', 'one', 'zero', 'point', 'five', 'curd', 'dahi', 'salt', 'two', 'oil', 'zero', 'point', 'five', 'mustard', 'seed', 'rai', 'sarson', 'one', 'urad', 'dal', 'split', 'black', 'lentil', 'zero', 'point', 'two', 'five', 'asafoetida', 'hing', 'five', 'curri', 'leav', 'kadi', 'patta']","Combine the curds and salt in a deep bowl and mix well using a whisk.Add the pumpkin and mix gently. Keep aside.Heat the oil in a small non-stick pan, add the mustard seeds, urad dal, asafoetida and curry leaves and sauté on a medium flame for a few seconds.Pour this tempering over the pumpkin-curd mixture and mix gently.Refrigerate for atleast 1 hour and serve chilled.",40 Mins,4 servings,"['indian', 'dinner', 'raita', 'dinner', 'indian', 'lunch', 'lunch', 'raita', 'indian', 'salad', 'raita', 'indian', 'veg', 'recip', 'south', 'indian', 'south', 'indian', 'pachadi', 'raita', 'healthyraitakachumb']",120.0,3.8,5.4,0.3,7.4,16.0
545,Stir-Fried Vegetable Parathas,"['two', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'one', 'oil', 'salt', 'zero', 'point', 'five', 'slice', 'onion', 'one', 'shred', 'cabbag', 'zero', 'point', 'seven', 'five', 'bean', 'sprout', 'zero', 'point', 'five', 'thickli', 'grate', 'carrot', 'zero', 'point', 'five', 'thickli', 'crumbl', 'tofu', 'bean', 'curd', 'soya', 'paneer', 'one', 'soy', 'sauc', 'one', 'sugar', 'salt', 'one', 'oil', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'roll', 'two', 'oil', 'cook']","For the stuffingHeat the oil in a pan, add the onions and sauté for 2 minutes while stirring continuously.Add the cabbage, bean sprouts, carrots, tofu and sauté for 2 minutes.Add the soya sauce, sugar and salt, mix well and cook for another minute.Remove from the flame, cool and divide it into 6 equal portions. Keep aside.How to proceedTo make paratha dough, combine all whole wheat flour, oil and salt in a deep bowl and knead into a soft dough using enough water. Cover with a damp cloth for 10 minutes. Knead again for a few seconds. Keep aside.Divide the dough into 6 equal portions and roll out one portion of dough into a 175 mm. (7"") diameter circle using a little flour for rolling.Place one portion of the stuffing in the centre and fold the edges to make an envelope to cover the stuffing.Cook the paratha on a tava (griddle) with the open edges at the bottom using soya oil till both sides are golden brown.Repeat with the remaining dough and stuffing to make 5 more parathas.Serve hot.",55 Mins,4 servings,"['tava', 'indian', 'tawa', 'stirfri', 'indian', 'breakfast', 'recip', 'paratha', 'breakfast', 'thepla', 'breakfast', 'roti', 'puri', 'paratha', 'calciumrichrotisparatha']",101.0,5.6,16.1,3.8,1.8,65.3
546,til chikki for kids recipe,"['zero', 'point', 'seven', 'five', 'sesam', 'seed', 'til', 'one', 'zero', 'point', 'five', 'ghee', 'zero', 'point', 'two', 'five', 'chop', 'jaggeri', 'gur']","For til chikki for kidsTo make til chikki for kids, heat a deep non-stick kadhai, add the sesame seeds and dry roast on a medium flame for 4 to 5 minutes. Remove and keep aside.Heat the ghee in the same deep non-stick kadhai, add the jaggery, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously.Remove from the flame, add the roasted sesame seeds and mix very well.When the mixture is ready, transfer the entire mixture over the back of a greased thali or a smooth stone surface and roll out thinly into a 200 mm. (8”) diameter circle using a greased rolling pin.Cut them into 38 mm. X 38 mm. (1. 5’’×1. 5’’) 16 equal square pieces using a sharp knife and keep aside to cool completely.Once cooled, serve the til chikki for kids immediately or store in an air-tight container.Handy tip:This til chikki for kids stays fresh in an air-tight container at room temperature for atleast a week.",12 Mins,4 servings,"['non', 'stick', 'kadai', 'veg', 'indian', 'dessert', 'sweet', 'tradit', 'indian', 'mithai', 'indian', 'travel', 'food', 'indian', 'travel', 'food', 'sweet', 'mithai', 'starter', 'snack', 'even', 'tea', 'snack', 'healthyjarsnack']",45.0,1.0,3.7,0.9,2.9,0.6
